product_name,sku,category,unit_price,cost_price,current_stock,min_stock_level,description
Smartphone X12 Pro,ELEC-PH001-920,Electronics,1017.28,654.18,60,15,"Latest flagship with 6.7"" OLED display and triple camera"
Coffee Maker Deluxe,HOME-CM001-921,Home & Kitchen,140.85,80.49,57,10,Programmable 12-cup coffee maker with thermal carafe
Digital Kitchen Scale,HOME-KS001-922,Home & Kitchen,24.96,10.47,302,59,Precision digital scale with LCD display
Men's Casual Shirt,FASHION-MS001-923,Fashion,40.74,16.44,309,42,"Cotton blend casual shirt, available in multiple colors"
Running Shoes Pro,Sports-RS001-924,Sports & Fitness,88.51,41.44,185,34,Lightweight running shoes with cushioned soles
Yoga Mat Premium,Sports-YM001-925,Sports & Fitness,37.3,17.03,378,47,Eco-friendly non-slip yoga mat 6mm thick
Ceramic Dinner Set,HOME-DS001-926,Home & Kitchen,83.3,39.58,130,23,"16-piece ceramic dinner set, dishwasher safe"
Coffee Maker Deluxe,HOME-CM001-927,Home & Kitchen,135.51,87.72,58,9,Programmable 12-cup coffee maker with thermal carafe
Digital Kitchen Scale,HOME-KS001-928,Home & Kitchen,24.92,11.01,317,56,Precision digital scale with LCD display
Portable Speaker,ELEC-PS001-929,Electronics,73.25,36.52,153,33,Bluetooth speaker with 12hr battery and waterproof design
Electric Toothbrush,HEALTH-ET001-930,Health,82.5,49.87,118,23,Sonic electric toothbrush with 3 brushing modes
Electric Toothbrush,HEALTH-ET001-931,Health,97.06,44.58,137,20,Sonic electric toothbrush with 3 brushing modes
Wireless Bluetooth Headphones,ELEC-BT001-932,Electronics,140.27,78.71,173,27,Noise-cancelling over-ear headphones with 30hr battery
Coffee Maker Deluxe,HOME-CM001-933,Home & Kitchen,164.37,83.49,52,9,Programmable 12-cup coffee maker with thermal carafe
Women's Winter Jacket,FASHION-WJ001-934,Fashion,137.29,64.68,107,12,Waterproof winter jacket with thermal lining
Air Purifier,HOME-AP001-935,Home & Kitchen,182.1,128.95,48,7,HEPA filter air purifier for medium rooms
Digital Kitchen Scale,HOME-KS001-936,Home & Kitchen,23.23,11.88,422,52,Precision digital scale with LCD display
Gaming Laptop,GAMING-GL001-937,Gaming,1707.06,1090.61,42,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Coffee Maker Deluxe,HOME-CM001-938,Home & Kitchen,138.58,82.88,48,8,Programmable 12-cup coffee maker with thermal carafe
Protein Powder 2lb,HEALTH-PP001-939,Health,59.18,29.74,285,33,"Whey protein isolate, vanilla flavor, 30 servings"
Electric Toothbrush,HEALTH-ET001-940,Health,84.69,48.6,136,16,Sonic electric toothbrush with 3 brushing modes
Fitness Tracker Band,ELEC-FT001-941,Electronics,81.69,44.33,204,22,"Heart rate monitor, sleep tracking, waterproof"
Wireless Bluetooth Headphones,ELEC-BT001-942,Electronics,127.96,73.12,186,21,Noise-cancelling over-ear headphones with 30hr battery
Coffee Maker Deluxe,HOME-CM001-943,Home & Kitchen,139.23,86.7,49,11,Programmable 12-cup coffee maker with thermal carafe
Fitness Tracker Band,ELEC-FT001-944,Electronics,79.31,45.56,197,23,"Heart rate monitor, sleep tracking, waterproof"
Air Purifier,HOME-AP001-945,Home & Kitchen,202.69,130.97,62,7,HEPA filter air purifier for medium rooms
Coffee Maker Deluxe,HOME-CM001-946,Home & Kitchen,152.4,91.37,59,10,Programmable 12-cup coffee maker with thermal carafe
Desk Organizer Set,OFFICE-DO001-947,Office Supplies,32.57,12.84,372,46,5-piece desk organizer with pen holder and tray
Yoga Mat Premium,Sports-YM001-948,Sports & Fitness,35.97,18.93,353,55,Eco-friendly non-slip yoga mat 6mm thick
Ceramic Dinner Set,HOME-DS001-949,Home & Kitchen,80.68,41.96,134,18,"16-piece ceramic dinner set, dishwasher safe"
Yoga Mat Premium,Sports-YM001-950,Sports & Fitness,35.67,18.84,309,45,Eco-friendly non-slip yoga mat 6mm thick
Wireless Bluetooth Headphones,ELEC-BT001-951,Electronics,135.38,70.43,133,26,Noise-cancelling over-ear headphones with 30hr battery
Wireless Bluetooth Headphones,ELEC-BT001-952,Electronics,130.18,78.2,189,25,Noise-cancelling over-ear headphones with 30hr battery
Office Desk Lamp,OFFICE-DL001-953,Office Supplies,45.72,22.99,159,20,LED desk lamp with adjustable brightness and USB port
Children's Building Blocks,TOYS-CB001-954,Toys,53.63,22.15,247,40,200-piece educational building blocks set
Wireless Gaming Mouse,GAMING-GM001-955,Gaming,96.72,43.86,242,24,RGB wireless mouse with 16000 DPI sensor
Running Shoes Pro,Sports-RS001-956,Sports & Fitness,98.23,41.49,184,28,Lightweight running shoes with cushioned soles
Fitness Tracker Band,ELEC-FT001-957,Electronics,85.22,41.88,222,24,"Heart rate monitor, sleep tracking, waterproof"
Protein Powder 2lb,HEALTH-PP001-958,Health,55.06,29.97,224,34,"Whey protein isolate, vanilla flavor, 30 servings"
Smartphone X12 Pro,ELEC-PH001-959,Electronics,957.4,617.19,103,14,"Latest flagship with 6.7"" OLED display and triple camera"
Wireless Bluetooth Headphones,ELEC-BT001-960,Electronics,118.41,83.03,119,29,Noise-cancelling over-ear headphones with 30hr battery
Ceramic Dinner Set,HOME-DS001-961,Home & Kitchen,86.02,42.53,115,21,"16-piece ceramic dinner set, dishwasher safe"
Gaming Laptop,GAMING-GL001-962,Gaming,1493.95,1034.72,39,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Protein Powder 2lb,HEALTH-PP001-963,Health,64.47,27.47,297,35,"Whey protein isolate, vanilla flavor, 30 servings"
Air Purifier,HOME-AP001-964,Home & Kitchen,218.2,128.58,49,9,HEPA filter air purifier for medium rooms
Smartphone X12 Pro,ELEC-PH001-965,Electronics,1087.02,682.64,97,12,"Latest flagship with 6.7"" OLED display and triple camera"
Office Desk Lamp,OFFICE-DL001-966,Office Supplies,47.92,23.83,222,22,LED desk lamp with adjustable brightness and USB port
Smartphone X12 Pro,ELEC-PH001-967,Electronics,920.66,681.83,73,16,"Latest flagship with 6.7"" OLED display and triple camera"
Coffee Maker Deluxe,HOME-CM001-968,Home & Kitchen,137.78,79.98,63,8,Programmable 12-cup coffee maker with thermal carafe
Office Desk Lamp,OFFICE-DL001-969,Office Supplies,53.76,20.43,135,26,LED desk lamp with adjustable brightness and USB port
Women's Winter Jacket,FASHION-WJ001-970,Fashion,137.49,58.51,111,14,Waterproof winter jacket with thermal lining
Electric Toothbrush,HEALTH-ET001-971,Health,94.16,46.75,148,23,Sonic electric toothbrush with 3 brushing modes
Gaming Laptop,GAMING-GL001-972,Gaming,1593.25,1086.47,30,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Electric Toothbrush,HEALTH-ET001-973,Health,98.76,44.72,153,16,Sonic electric toothbrush with 3 brushing modes
Running Shoes Pro,Sports-RS001-974,Sports & Fitness,86.88,45.36,196,32,Lightweight running shoes with cushioned soles
Ceramic Dinner Set,HOME-DS001-975,Home & Kitchen,84.46,36.87,140,23,"16-piece ceramic dinner set, dishwasher safe"
Desk Organizer Set,OFFICE-DO001-976,Office Supplies,27.75,13.3,325,39,5-piece desk organizer with pen holder and tray
Wireless Gaming Mouse,GAMING-GM001-977,Gaming,86.92,41.76,199,29,RGB wireless mouse with 16000 DPI sensor
Backpack Pro,BAGS-BP001-978,Bags & Luggage,85.87,33.3,179,25,Water-resistant backpack with laptop compartment
Women's Winter Jacket,FASHION-WJ001-979,Fashion,124.49,60.68,102,15,Waterproof winter jacket with thermal lining
Desk Organizer Set,OFFICE-DO001-980,Office Supplies,27.91,15.19,359,34,5-piece desk organizer with pen holder and tray
Gaming Laptop,GAMING-GL001-981,Gaming,1451.67,1167.4,37,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Smartphone X12 Pro,ELEC-PH001-982,Electronics,1026.18,686.33,98,17,"Latest flagship with 6.7"" OLED display and triple camera"
Portable Speaker,ELEC-PS001-983,Electronics,64.52,33.4,196,24,Bluetooth speaker with 12hr battery and waterproof design
Wireless Bluetooth Headphones,ELEC-BT001-984,Electronics,124.26,81.04,159,28,Noise-cancelling over-ear headphones with 30hr battery
Wireless Gaming Mouse,GAMING-GM001-985,Gaming,88.68,47.38,187,34,RGB wireless mouse with 16000 DPI sensor
Fitness Tracker Band,ELEC-FT001-986,Electronics,80.34,41.53,223,24,"Heart rate monitor, sleep tracking, waterproof"
Coffee Maker Deluxe,HOME-CM001-987,Home & Kitchen,142.29,89.06,56,9,Programmable 12-cup coffee maker with thermal carafe
Electric Toothbrush,HEALTH-ET001-988,Health,90.83,43.29,110,20,Sonic electric toothbrush with 3 brushing modes
Wireless Bluetooth Headphones,ELEC-BT001-989,Electronics,127.14,69.32,132,25,Noise-cancelling over-ear headphones with 30hr battery
Protein Powder 2lb,HEALTH-PP001-990,Health,55.68,30.74,209,34,"Whey protein isolate, vanilla flavor, 30 servings"
Smartphone X12 Pro,ELEC-PH001-991,Electronics,985.87,662.72,84,15,"Latest flagship with 6.7"" OLED display and triple camera"
Wireless Bluetooth Headphones,ELEC-BT001-992,Electronics,126.03,76.91,128,20,Noise-cancelling over-ear headphones with 30hr battery
Smartphone X12 Pro,ELEC-PH001-993,Electronics,1076.31,679.82,84,15,"Latest flagship with 6.7"" OLED display and triple camera"
Wireless Gaming Mouse,GAMING-GM001-994,Gaming,89.75,46.92,247,30,RGB wireless mouse with 16000 DPI sensor
Wireless Bluetooth Headphones,ELEC-BT001-995,Electronics,137.86,76.49,186,23,Noise-cancelling over-ear headphones with 30hr battery
Children's Building Blocks,TOYS-CB001-996,Toys,50.32,23.0,239,31,200-piece educational building blocks set
Protein Powder 2lb,HEALTH-PP001-997,Health,58.19,28.16,302,46,"Whey protein isolate, vanilla flavor, 30 servings"
Digital Kitchen Scale,HOME-KS001-998,Home & Kitchen,25.26,9.9,360,51,Precision digital scale with LCD display
Air Purifier,HOME-AP001-999,Home & Kitchen,180.93,111.43,56,7,HEPA filter air purifier for medium rooms
Portable Speaker,ELEC-PS001-1000,Electronics,71.95,32.25,158,26,Bluetooth speaker with 12hr battery and waterproof design
